Date,Open,High,Low,Close,Volume
2024-03-05,15232.005431280711,15515.244904811658,15169.062496657394,15483.7734375,43671190
2024-03-06,15483.7734375,15829.954912585767,15326.417967078696,15483.7734375,45342811
2024-03-07,15546.716588802194,15609.658591234256,15326.418180687213,15357.8896484375,39493638
2024-03-08,15420.831488038004,15420.831488038004,14854.3525390625,14854.3525390625,77726457
2024-03-11,14822.881469432903,14854.352937695447,14350.815043905894,14445.228515625,58308353
2024-03-12,14413.756664920966,14634.054137708026,14319.34412877544,14539.6416015625,37282383
2024-03-13,14539.640649170206,15011.70703125,14539.640649170206,15011.70703125,27392613
2024-03-14,15074.64940581759,15074.64940581759,14728.467010409606,14759.9384765625,31462371
2024-03-15,14759.938858558697,15011.707795092394,14571.111922891301,14980.236328125,38885239
2024-03-18,14948.764470054291,14980.235936198302,14099.045147919125,14602.5830078125,50036923
2024-03-19,14602.5830078125,14696.996473176067,14445.227543229379,14602.5830078125,32325658
2024-03-20,14602.583756828133,15357.889652341913,14539.641754380069,15200.5341796875,60986105
2024-03-21,15294.947056868892,15578.1865234375,15169.062123785143,15578.1865234375,52423219
2024-03-22,15735.543137975594,16176.138077115185,15641.128737071913,15767.013671875,63365418
2024-03-25,15767.013284469447,15955.840215500237,15483.77288792326,15546.7158203125,36080886
2024-03-26,15546.715994265558,15892.8974609375,15483.773061172047,15892.8974609375,26072864
2024-03-27,15892.896655616385,15987.310117404082,15735.54213006146,15924.3671875,22180712
2024-03-28,16144.665506953355,16176.137906658092,15861.426972569388,16050.25390625,24271150
2024-03-29,16081.724993528562,16081.724993528562,15829.955117906724,15987.3115234375,20563435
2024-04-01,15861.426537880738,15892.89707058606,15546.71561241681,15672.599609375,44186308
2024-04-02,15483.773268322295,15609.658203125,15232.005264853859,15609.658203125,51722510
2024-04-03,15609.657811611543,15609.657811611543,15232.0048828125,15232.0048828125,38349901
2024-04-04,15232.005264658697,15263.475798557605,14980.236328125,14980.236328125,50887458
2024-04-05,14822.881073866258,14948.765077420016,14665.525602889811,14696.9970703125,40111024
2024-04-08,14728.468152133526,14980.237101667959,14571.112675308072,14791.41015625,39607656
2024-04-09,14791.409184218128,15106.1201171875,14728.467184237948,15106.1201171875,26280982
2024-04-10,15294.947265525001,15326.417799423909,14980.236328125,14980.236328125,60951191
2024-04-11,14791.40918197666,15011.707581476614,14728.467182006018,14948.7646484375,19045738
2024-04-12,15011.707219919099,15546.715606386566,14948.764288395967,15515.244140625,45071241
2024-04-15,15389.360111956385,15767.013034973555,14476.698803575851,14728.466796875,90946126
2024-04-16,14728.467765546991,15043.1787109375,14508.170290387336,15043.1787109375,74947864
2024-04-17,15106.120550709657,15137.592018137164,14539.6416015625,14539.6416015625,47826426
2024-04-19,14224.93104339013,14665.526000852744,14224.93104339013,14287.873046875,47961619
2024-04-22,14350.814667675368,14508.170138725702,14193.459196625034,14224.9306640625,40694240
2024-04-23,14224.930277391502,14287.872277487006,13689.921876977001,13847.27734375,48687117
2024-04-24,13973.161514812577,14256.400985240194,13815.80604611535,14193.458984375,29161994
2024-04-25,14224.930279399603,14224.930279399603,13941.689879327136,14004.6328125,19738857
2024-04-26,13847.277345704788,14130.51681270878,13847.277345704788,14004.6328125,21376779
2024-05-02,14036.102923664566,14193.458385724873,13973.160925454133,14099.044921875,17120459
2024-05-03,14224.929851364313,14350.81384778518,14036.102923664566,14099.044921875,18682481
2024-05-06,14193.459360536652,14445.228303738413,14193.459360536652,14413.7568359375,25659361
2024-05-07,14476.699216838175,14508.169750364725,14256.40081680995,14319.34375,16575649
2024-05-08,14099.045516542967,14287.872452207035,14036.10351567777,14193.458984375,36610972
2024-05-09,14224.929858039239,14350.813854519176,14067.574395905094,14256.400390625,25970247
2024-05-10,14319.3441333064,14413.756669481802,14161.988662256066,14224.9306640625,21543607
2024-05-13,14224.929858039239,14476.698784067561,14224.929858039239,14256.400390625,22863357
2024-05-14,14413.755688477073,14602.582614113253,14287.871693431909,14382.28515625,28911447
2024-05-15,14445.228303738413,14508.170306271724,14350.814833404189,14413.7568359375,28387359
2024-05-16,14571.111334528809,14822.880260896405,14476.698803575851,14728.466796875,50466972
2024-05-17,14759.938643907873,14759.938643907873,14571.11171098655,14634.0537109375,23780836
2024-05-20,14854.35194195272,14854.35194195272,14728.467010409606,14759.9384765625,28349409
2024-05-21,14759.939069877082,14854.3525390625,14634.054133273692,14854.3525390625,24898691
2024-05-22,14854.351937759187,14885.822470834735,14602.5830078125,14602.5830078125,31654095
2024-05-23,14771.116675656558,14868.723394485078,14640.975026969676,14836.1875,19856350
2024-05-24,14673.51027889668,15161.542919124384,14413.226011183222,14608.439453125,55587338
